<frozen importlib._bootstrap>:491: RuntimeWarning: Your system is avx2 capable but pygame was not built with support for it. The performance of some of your blits could be adversely affected. Consider enabling compile time detection with environment variables like PYGAME_DETECT_AVX2=1 if you are compiling without cross compilation.
/home/masasa23/projects/personal/oink-oink/oink/network.py:72: UserWarning: Sparse invariant checks are implicitly disabled. Memory errors (e.g. SEGFAULT) will occur when operating on a sparse tensor which violates the invariants, but checks incur performance overhead. To silence this warning, explicitly opt in or out. See `torch.sparse.check_sparse_tensor_invariants.__doc__` for guidance.  (Triggered internally at /__w/pytorch/pytorch/aten/src/ATen/Context.cpp:848.)
  weight = torch.sparse_coo_tensor(self.indices, self.values, self.shape)
Using cpu device
---------------------------------
| rollout/           |          |
|    explained_variance   | 0.855        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0825       |
|    n_updates            | 1470         |
|    policy_gradient_loss | -0.00545     |
|    value_loss           | 0.428        |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 449        |
|    ep_rew_mean          | 26.3       |
| time/                   |            |
|    fps                  | 2          |
|    iterations           | 149        |
|    time_elapsed         | 28671      |
|    total_timesteps      | 76288      |
| train/                  |            |
|    approx_kl            | 0.02086936 |
|    clip_fraction        | 0.0639     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.436     |
|    explained_variance   | 0.836      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0333     |
|    n_updates            | 1480       |
|    policy_gradient_loss | 0.00381    |
|    value_loss           | 0.718      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | 26.3        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 150         |
|    time_elapsed         | 28754       |
|    total_timesteps      | 76800       |
| train/                  |             |
|    approx_kl            | 0.015186675 |
|    clip_fraction        | 0.0926      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.428      |
|    explained_variance   | 0.866       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.133       |
|    n_updates            | 1490        |
|    policy_gradient_loss | -0.000616   |
|    value_loss           | 0.441       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | 26.2        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 151         |
|    time_elapsed         | 28838       |
|    total_timesteps      | 77312       |
| train/                  |             |
|    approx_kl            | 0.009293102 |
|    clip_fraction        | 0.0783      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.497      |
|    explained_variance   | -0.747      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.165       |
|    n_updates            | 1500        |
|    policy_gradient_loss | 0.035       |
|    value_loss           | 0.565       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 449          |
|    ep_rew_mean          | 26.2         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 152          |
|    time_elapsed         | 28920        |
|    total_timesteps      | 77824        |
| train/                  |              |
|    approx_kl            | 0.0032083122 |
|    clip_fraction        | 0.0482       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.479       |
|    explained_variance   | 0.553        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0562       |
|    n_updates            | 1510         |
|    policy_gradient_loss | -0.00156     |
|    value_loss           | 0.148        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | 26.2        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 153         |
|    time_elapsed         | 29001       |
|    total_timesteps      | 78336       |
| train/                  |             |
|    approx_kl            | 0.015188379 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.559      |
|    explained_variance   | 0.58        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00626    |
|    n_updates            | 1520        |
|    policy_gradient_loss | -0.007      |
|    value_loss           | 0.0457      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | 26.2        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 154         |
|    time_elapsed         | 29085       |
|    total_timesteps      | 78848       |
| train/                  |             |
|    approx_kl            | 0.006111043 |
|    clip_fraction        | 0.0451      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.508      |
|    explained_variance   | 0.274       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0102     |
|    n_updates            | 1530        |
|    policy_gradient_loss | -0.00755    |
|    value_loss           | 0.05        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | 26.2        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 155         |
|    time_elapsed         | 29167       |
|    total_timesteps      | 79360       |
| train/                  |             |
|    approx_kl            | 0.010844876 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.456      |
|    explained_variance   | 0.702       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0777      |
|    n_updates            | 1540        |
|    policy_gradient_loss | -0.0091     |
|    value_loss           | 0.0117      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 449        |
|    ep_rew_mean          | 26.2       |
| time/                   |            |
|    fps                  | 2          |
|    iterations           | 156        |
|    time_elapsed         | 29249      |
|    total_timesteps      | 79872      |
| train/                  |            |
|    approx_kl            | 0.01219281 |
|    clip_fraction        | 0.215      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.499     |
|    explained_variance   | 0.858      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0161     |
|    n_updates            | 1550       |
|    policy_gradient_loss | -0.0106    |
|    value_loss           | 0.0183     |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 449          |
|    ep_rew_mean          | 26.2         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 157          |
|    time_elapsed         | 29331        |
|    total_timesteps      | 80384        |
| train/                  |              |
|    approx_kl            | 0.0050461553 |
|    clip_fraction        | 0.0369       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.506       |
|    explained_variance   | 0.797        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0235      |
|    n_updates            | 1560         |
|    policy_gradient_loss | -0.0178      |
|    value_loss           | 0.00648      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | 26.2        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 158         |
|    time_elapsed         | 29413       |
|    total_timesteps      | 80896       |
| train/                  |             |
|    approx_kl            | 0.004994429 |
|    clip_fraction        | 0.027       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.506      |
|    explained_variance   | 0.609       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00173     |
|    n_updates            | 1570        |
|    policy_gradient_loss | -0.00336    |
|    value_loss           | 0.0179      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 449        |
|    ep_rew_mean          | 26.2       |
| time/                   |            |
|    fps                  | 2          |
|    iterations           | 159        |
|    time_elapsed         | 29497      |
|    total_timesteps      | 81408      |
| train/                  |            |
|    approx_kl            | 0.00765184 |
|    clip_fraction        | 0.0791     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.384     |
|    explained_variance   | 0.896      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00106   |
|    n_updates            | 1580       |
|    policy_gradient_loss | -0.00688   |
|    value_loss           | 0.00361    |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 449          |
|    ep_rew_mean          | 26.2         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 160          |
|    time_elapsed         | 29585        |
|    total_timesteps      | 81920        |
| train/                  |              |
|    approx_kl            | 0.0026665737 |
|    clip_fraction        | 0.0307       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.382       |
|    explained_variance   | 0.424        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0037      |
|    n_updates            | 1590         |
|    policy_gradient_loss | -0.00505     |
|    value_loss           | 0.0609       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | 26.2        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 161         |
|    time_elapsed         | 29679       |
|    total_timesteps      | 82432       |
| train/                  |             |
|    approx_kl            | 0.011351627 |
|    clip_fraction        | 0.0602      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.385      |
|    explained_variance   | 0.459       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0121      |
|    n_updates            | 1600        |
|    policy_gradient_loss | 0.000465    |
|    value_loss           | 0.0154      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | 26.2        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 162         |
|    time_elapsed         | 29771       |
|    total_timesteps      | 82944       |
| train/                  |             |
|    approx_kl            | 0.007985054 |
|    clip_fraction        | 0.0967      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.453      |
|    explained_variance   | 0.839       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00589    |
|    n_updates            | 1610        |
|    policy_gradient_loss | -0.00594    |
|    value_loss           | 0.0178      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 453         |
|    ep_rew_mean          | 26.6        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 163         |
|    time_elapsed         | 29857       |
|    total_timesteps      | 83456       |
| train/                  |             |
|    approx_kl            | 0.013772829 |
|    clip_fraction        | 0.166       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.425      |
|    explained_variance   | 0.594       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0429     |
|    n_updates            | 1620        |
|    policy_gradient_loss | -0.0235     |
|    value_loss           | 0.00595     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 453         |
|    ep_rew_mean          | 26.6        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 164         |
|    time_elapsed         | 29943       |
|    total_timesteps      | 83968       |
| train/                  |             |
|    approx_kl            | 0.005453692 |
|    clip_fraction        | 0.0264      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.366      |
|    explained_variance   | 0.585       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00277     |
|    n_updates            | 1630        |
|    policy_gradient_loss | -0.000159   |
|    value_loss           | 0.028       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 453         |
|    ep_rew_mean          | 26.7        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 165         |
|    time_elapsed         | 30029       |
|    total_timesteps      | 84480       |
| train/                  |             |
|    approx_kl            | 0.024761412 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.387      |
|    explained_variance   | 0.621       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0506     |
|    n_updates            | 1640        |
|    policy_gradient_loss | -0.0142     |
|    value_loss           | 0.0113      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 166          |
|    time_elapsed         | 30113        |
|    total_timesteps      | 84992        |
| train/                  |              |
|    approx_kl            | 0.0019616487 |
|    clip_fraction        | 0.00918      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.268       |
|    explained_variance   | 0.932        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.000308    |
|    n_updates            | 1650         |
|    policy_gradient_loss | -0.00283     |
|    value_loss           | 0.00181      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 167          |
|    time_elapsed         | 30198        |
|    total_timesteps      | 85504        |
| train/                  |              |
|    approx_kl            | 0.0051670345 |
|    clip_fraction        | 0.0639       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.425       |
|    explained_variance   | 0.465        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0146       |
|    n_updates            | 1660         |
|    policy_gradient_loss | -0.00628     |
|    value_loss           | 0.0457       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 453         |
|    ep_rew_mean          | 26.7        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 168         |
|    time_elapsed         | 30281       |
|    total_timesteps      | 86016       |
| train/                  |             |
|    approx_kl            | 0.006025822 |
|    clip_fraction        | 0.0391      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.312      |
|    explained_variance   | 0.827       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00759    |
|    n_updates            | 1670        |
|    policy_gradient_loss | -0.00836    |
|    value_loss           | 0.00727     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 169          |
|    time_elapsed         | 30365        |
|    total_timesteps      | 86528        |
| train/                  |              |
|    approx_kl            | 0.0017440607 |
|    clip_fraction        | 0.0125       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.231       |
|    explained_variance   | 0.957        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.000785    |
|    n_updates            | 1680         |
|    policy_gradient_loss | -0.00298     |
|    value_loss           | 0.00189      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 170          |
|    time_elapsed         | 30448        |
|    total_timesteps      | 87040        |
| train/                  |              |
|    approx_kl            | 0.0044555096 |
|    clip_fraction        | 0.0639       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.295       |
|    explained_variance   | 0.81         |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0231       |
|    n_updates            | 1690         |
|    policy_gradient_loss | -0.00848     |
|    value_loss           | 0.00699      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 171          |
|    time_elapsed         | 30533        |
|    total_timesteps      | 87552        |
| train/                  |              |
|    approx_kl            | 0.0021019932 |
|    clip_fraction        | 0.0268       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.228       |
|    explained_variance   | 0.931        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0056      |
|    n_updates            | 1700         |
|    policy_gradient_loss | -0.00228     |
|    value_loss           | 0.00325      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 172          |
|    time_elapsed         | 30618        |
|    total_timesteps      | 88064        |
| train/                  |              |
|    approx_kl            | 0.0008312041 |
|    clip_fraction        | 0.00215      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.219       |
|    explained_variance   | 0.954        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.000663     |
|    n_updates            | 1710         |
|    policy_gradient_loss | -0.00134     |
|    value_loss           | 0.0023       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 453           |
|    ep_rew_mean          | 26.7          |
| time/                   |               |
|    fps                  | 2             |
|    iterations           | 173           |
|    time_elapsed         | 30707         |
|    total_timesteps      | 88576         |
| train/                  |               |
|    approx_kl            | 0.00096395926 |
|    clip_fraction        | 0.00391       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.186        |
|    explained_variance   | 0.952         |
|    learning_rate        | 0.0003        |
|    loss                 | -0.0116       |
|    n_updates            | 1720          |
|    policy_gradient_loss | -0.000845     |
|    value_loss           | 0.00272       |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 453         |
|    ep_rew_mean          | 26.7        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 174         |
|    time_elapsed         | 30791       |
|    total_timesteps      | 89088       |
| train/                  |             |
|    approx_kl            | 0.015696038 |
|    clip_fraction        | 0.0184      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.245      |
|    explained_variance   | 0.752       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.04        |
|    n_updates            | 1730        |
|    policy_gradient_loss | -0.0036     |
|    value_loss           | 0.00908     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 175          |
|    time_elapsed         | 30875        |
|    total_timesteps      | 89600        |
| train/                  |              |
|    approx_kl            | 0.0030379388 |
|    clip_fraction        | 0.0328       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.272       |
|    explained_variance   | 0.896        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00378     |
|    n_updates            | 1740         |
|    policy_gradient_loss | -0.00578     |
|    value_loss           | 0.00804      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 176          |
|    time_elapsed         | 30958        |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0017752168 |
|    clip_fraction        | 0.0191       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.291       |
|    explained_variance   | 0.934        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00167      |
|    n_updates            | 1750         |
|    policy_gradient_loss | -0.00286     |
|    value_loss           | 0.00295      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 453         |
|    ep_rew_mean          | 26.7        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 177         |
|    time_elapsed         | 31043       |
|    total_timesteps      | 90624       |
| train/                  |             |
|    approx_kl            | 0.006432619 |
|    clip_fraction        | 0.0297      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.383      |
|    explained_variance   | 0.68        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.012       |
|    n_updates            | 1760        |
|    policy_gradient_loss | -0.00569    |
|    value_loss           | 0.0052      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 178          |
|    time_elapsed         | 31127        |
|    total_timesteps      | 91136        |
| train/                  |              |
|    approx_kl            | 0.0058132666 |
|    clip_fraction        | 0.0686       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.379       |
|    explained_variance   | 0.741        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0129      |
|    n_updates            | 1770         |
|    policy_gradient_loss | -0.00532     |
|    value_loss           | 0.0129       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 179          |
|    time_elapsed         | 31211        |
|    total_timesteps      | 91648        |
| train/                  |              |
|    approx_kl            | 0.0043136035 |
|    clip_fraction        | 0.0119       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.278       |
|    explained_variance   | 0.747        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0115      |
|    n_updates            | 1780         |
|    policy_gradient_loss | -0.000524    |
|    value_loss           | 0.0052       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 180          |
|    time_elapsed         | 31297        |
|    total_timesteps      | 92160        |
| train/                  |              |
|    approx_kl            | 0.0016902206 |
|    clip_fraction        | 0.0174       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.29        |
|    explained_variance   | 0.817        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0121      |
|    n_updates            | 1790         |
|    policy_gradient_loss | -0.00336     |
|    value_loss           | 0.00485      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 181          |
|    time_elapsed         | 31387        |
|    total_timesteps      | 92672        |
| train/                  |              |
|    approx_kl            | 0.0066830385 |
|    clip_fraction        | 0.0453       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.348       |
|    explained_variance   | 0.552        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0191      |
|    n_updates            | 1800         |
|    policy_gradient_loss | -0.00531     |
|    value_loss           | 0.028        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 182          |
|    time_elapsed         | 31474        |
|    total_timesteps      | 93184        |
| train/                  |              |
|    approx_kl            | 0.0017642904 |
|    clip_fraction        | 0.0141       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.428       |
|    explained_variance   | 0.674        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00473      |
|    n_updates            | 1810         |
|    policy_gradient_loss | -0.00227     |
|    value_loss           | 0.0145       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 183          |
|    time_elapsed         | 31560        |
|    total_timesteps      | 93696        |
| train/                  |              |
|    approx_kl            | 0.0036789724 |
|    clip_fraction        | 0.0141       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.382       |
|    explained_variance   | 0.832        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0111       |
|    n_updates            | 1820         |
|    policy_gradient_loss | -0.00197     |
|    value_loss           | 0.0127       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 184          |
|    time_elapsed         | 31645        |
|    total_timesteps      | 94208        |
| train/                  |              |
|    approx_kl            | 0.0021192748 |
|    clip_fraction        | 0.0219       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.34        |
|    explained_variance   | 0.626        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00727      |
|    n_updates            | 1830         |
|    policy_gradient_loss | -0.000569    |
|    value_loss           | 0.0166       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 453         |
|    ep_rew_mean          | 26.7        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 185         |
|    time_elapsed         | 31734       |
|    total_timesteps      | 94720       |
| train/                  |             |
|    approx_kl            | 0.012488221 |
|    clip_fraction        | 0.0967      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.44       |
|    explained_variance   | 0.712       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0177     |
|    n_updates            | 1840        |
|    policy_gradient_loss | -0.00847    |
|    value_loss           | 0.00862     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 453         |
|    ep_rew_mean          | 26.7        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 186         |
|    time_elapsed         | 31819       |
|    total_timesteps      | 95232       |
| train/                  |             |
|    approx_kl            | 0.018772416 |
|    clip_fraction        | 0.0551      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.475      |
|    explained_variance   | 0.549       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0372     |
|    n_updates            | 1850        |
|    policy_gradient_loss | -0.002      |
|    value_loss           | 0.0289      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 3            |
|    iterations           | 187          |
|    time_elapsed         | 31907        |
|    total_timesteps      | 95744        |
| train/                  |              |
|    approx_kl            | 0.0025105444 |
|    clip_fraction        | 0.0156       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.48        |
|    explained_variance   | 0.684        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00929      |
|    n_updates            | 1860         |
|    policy_gradient_loss | -0.00236     |
|    value_loss           | 0.0273       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 452          |
|    ep_rew_mean          | 26.5         |
| time/                   |              |
|    fps                  | 3            |
|    iterations           | 188          |
|    time_elapsed         | 31991        |
|    total_timesteps      | 96256        |
| train/                  |              |
|    approx_kl            | 0.0041081933 |
|    clip_fraction        | 0.0246       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.358       |
|    explained_variance   | 0.716        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0238       |
|    n_updates            | 1870         |
|    policy_gradient_loss | -7.99e-05    |
|    value_loss           | 0.0369       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 452         |
|    ep_rew_mean          | 26.5        |
| time/                   |             |
|    fps                  | 3           |
|    iterations           | 189         |
|    time_elapsed         | 32075       |
|    total_timesteps      | 96768       |
| train/                  |             |
|    approx_kl            | 0.009592757 |
|    clip_fraction        | 0.0209      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.413      |
|    explained_variance   | 0.307       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.000722    |
|    n_updates            | 1880        |
|    policy_gradient_loss | -0.00276    |
|    value_loss           | 1.68        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 456         |
|    ep_rew_mean          | 26.9        |
| time/                   |             |
|    fps                  | 3           |
|    iterations           | 190         |
|    time_elapsed         | 32158       |
|    total_timesteps      | 97280       |
| train/                  |             |
|    approx_kl            | 0.011596831 |
|    clip_fraction        | 0.0594      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.509      |
|    explained_variance   | 0.702       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0238     |
|    n_updates            | 1890        |
|    policy_gradient_loss | -0.008      |
|    value_loss           | 0.0172      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 456         |
|    ep_rew_mean          | 26.9        |
| time/                   |             |
|    fps                  | 3           |
|    iterations           | 191         |
|    time_elapsed         | 32243       |
|    total_timesteps      | 97792       |
| train/                  |             |
|    approx_kl            | 0.005993069 |
|    clip_fraction        | 0.0559      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.493      |
|    explained_variance   | 0.482       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0267     |
|    n_updates            | 1900        |
|    policy_gradient_loss | -0.00268    |
|    value_loss           | 0.011       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 455          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 3            |
|    iterations           | 192          |
|    time_elapsed         | 32325        |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0063150977 |
|    clip_fraction        | 0.0877       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.405       |
|    explained_variance   | 0.917        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0139      |
|    n_updates            | 1910         |
|    policy_gradient_loss | -0.0104      |
|    value_loss           | 0.00507      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 455         |
|    ep_rew_mean          | 26.7        |
| time/                   |             |
|    fps                  | 3           |
|    iterations           | 193         |
|    time_elapsed         | 32409       |
|    total_timesteps      | 98816       |
| train/                  |             |
|    approx_kl            | 0.009365504 |
|    clip_fraction        | 0.057       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.382      |
|    explained_variance   | 0.5         |
|    learning_rate        | 0.0003      |
